1	So let me get this straight, #microsoft makes windows phone, microsoft owns skype but there's no #skype app for windows phone.
0	Siri keeps trying to send me to escort services....is that legal? @Apple
1	Unmindful Ballmer, collects half a billion, doesn't say thank you.  http://t.co/lwtpXejo #android #google #microsoft
1	@Apple unhappy again with service/product quality. Won't buy @Apple again.
1	#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided...
0	I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's
0	Going to the @apple store today to get this laptop situation figured out
1	What's wrong with Siri today @apple
1	I so wish that #SteveBallmer from #Microsoft would have to swallow his words about #Yahoo: http://t.co/XSJGIfop
1	RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
1	I've seen a couple of iPhone 4S's already, but still no Windows Phone 7's ... ever! #Microsoft not so hot.
0	Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple
0	RT @MarcMonster: Siri keeps trying to send me to escort services....is that legal? @Apple
1	Seriously - I have absolutely no offing clue what @Apple means by "authorization", nor how to do it.
1	@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.
1	If #Google don't fix pinch-zoom on #Android 2.3.6 soon, I might have to leave the fold and go #CyanogenMod
1	Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, "I can't actually help u, just direct u back to the web"
0	I wonder If the person who has @apple is holding out for apple to buy it from them
0	ONE SERIOUS STATEMENT THO ! 
#Twitter BLOCKED the #Troy Davis #TT 
#Twitter was COOL w #AmberCole 
in my opinion .... BULLSHIT .
1	@MrTonySays I tried to #Google the word #Visigoth and apparently  #Google didn't know either cause my  phone froze.
0	ok it is back @iphone @apple
1	@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P
1	#Microsoft just bought #Skype officially. So how's the future of #Skype on any other devices/operating systems? :(
1	Time to play a game called wait at the @apple store forever because the tourists are taking forever with their genius appointments.
1	@apple If you want to know what customers think dont send updates with the "noreply" return address. Who invented that anyway. #useless
1	Which planet is he living on? #Microsoft #CEO #Fail #palmface http://t.co/3zcq60SF
1	Disappointing visual merchandising, @apple. Simple, but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi
1	#twitter why must you be so difficult?
1	#Twitter timeline and mentions up the shit :(
0	New iOS 5 update is THE BEST. iloveyou @apple
0	@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required
0	@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?
0	@thatstevegray done that buddy, just  surprised that there's no option from @apple & if you turn it back on it brings back the pics u delete
1	Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...
1	#Microsoft knows how to kick off an opening, but I don't quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w
1	Wow. Lots of negative comments about #windows8 on the @BuildWindows8 blog. I sure hope #Microsoft is listening #keepthedesktop
0	@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??
1	Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing "Who Knew" by Pink.  Still not Flawless @Apple
1	Thank you #twitter for not giving me the 10 tweets that have been tweeted at me in the past 3 days! Lol #blameitontheiphone #ineedtoupdate
1	I am quickly falling in love with #Apple #iCloud. Finally a web-based solution to wave my old #Microsoft Outlook bye-bye
1	I did the best of everyone who failed - Bill Gate #Microsoft
0	after being on hold with @apple for the last 30 mins, i really like their music selection of on-hold music. White Stripes, Ray Lamontagne...
1	I gave a try to Windows 8 Dev. Preview and it was good but the UI is way too messy right now, waiting for the Beta #microsoft #windows8
0	@ManwitPURPOSE50 what are you doing now on #twitter????
1	Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often
1	Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat
1	@AsimRang @apple @umber the desktop app is wack though
1	When #Microsoft "violated U.S. antitrust laws"leaving #Netscape out of business & #Novell woundedit played "dumb". http://t.co/0WHHmAK4
0	@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!
1	Like @apple da fuck is this shit?  http://t.co/nb4DHlSg
1	@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
1	Man #Twitter Is Gettin #BORING
0	dammit, listening to siri is making me want to upgrade. well played @apple.
1	After a week or so with @Apple's #iOS5 I'm considering going back to #jailbroken 4.2 - same features as 5, plus more. Not as stable, though.
1	Apple + Microsoft...The Difference: How #Apple Eclipsed #Microsoft @PSFK: http://t.co/Rmi8oSMi #brand #brands #marketing #innovation
1	Too bad #google didn't have a tribute graphic for #DennisRitchie.
1	Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii
0	Guess I'm addicted to #Twitter! Writing the answers to 15 marks University exam questions in less than 140 characters! :P
0	@apple in Austin:  domain location - umbrellas are nice but being staffed properly would be better.
1	Hey guys at @Apple, WTF is happening to #iPhone4, with #iOS5 suddenly fade to black and begin to vibrate continuously, I had to reboot it
1	Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro #microsoft #ballmer
1	#Samsung, #Google Unveil Phone http://t.co/hOB37hbO
0	Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple
0	@Apple do not buy an iPhone 4s that isn't in the store. THEY ARE NOT MADE YET AND DEFRAUDING YOU
0	@apple How much is the student discount on the MacBook Air in Canada? Your reps have said both $50 and $100. Which is it? Thanks! #laptop
1	#Google go went gone..server issues! first time since ages...now my faith in Tech. from #RIM to #Microsoft has been completely lifted
1	total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes.
0	what i love about #GOOGLE it always shows me that am not the only retarded person on this planet when am searching for stupid things :D
1	ATHEN's review of #Google Docs #accessibility shows a lot of work needs to be done. http://t.co/rad9WdSw #a11y HT @chadleaman
1	From it's laughable file: #google will #encrypt #search results BUT only if U have "logged in" so they can maximize their #data #collection!
1	Who the hell uses #twitter on a tv man. #panasonic #epicfail.
1	@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv
0	Hey @apple why is Siri not available for the Mac?
0	Dear @apple, yesterday you sucked. Today you're awesome! Thanks LP Apple store, crash and burn mich ave store.
1	The #Google guys are illustrating the perils of a live demonstration admirably. #GalaxyNexus #ICS #Android
1	@apple AirDrop #fail - Immediate "declined your request." every time
0	@allyfish87 leaning that way for battery. Have #Microsoft xbox, media pc and zune so would a Droid fit better? #idk thanks tho :)
1	Screened by RepRisk  #Microsoft will undergo trial for its alleged anti-competitive practices @Microsoft
1	@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?
1	@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye
1	We need dates! #google #samsung #launchfail
0	@MisThang2u nope they wouldn't even let me & my mom switch @apple she has an upgrade mine isn't do til march
1	Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
0	@apple iphone 4s arrival on Tuesday!! #iPhone4S
1	Ouch, crash and burn. #Android facial recognition in #IceCreamSandwich didn't work during the presentation. http://t.co/6vsasZyT #Google
1	@APPLE Wow @MOTOROLA Just crushed your dreams....
0	Yeah, there's no @apple twitter account.
1	Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox, Chrome). #sadmac
0	@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter
1	Gonna dump one of my gmail accounts. not only do I get tons of spam I get tons of false positives. Not cool. #Google
1	Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
1	#ICS introduces Facial recognition to unlock phone, however - the demo didn't go as planned.http://engt.co/q2KeC7 #Google Goof up! #Android
1	Lecture Notes in Financial Economics pdf ebook:  http://t.co/7gJQvEwN #google
0	So what #twitter needs is a "save tweet" text function. So I could "st @xyz 5" to save the 5th most recent msg on twitter site to read later
1	What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.
1	I hate tron theme #Google #ICS
0	@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done.
1	@samsung, @apple, you do realise you're just really pissing off the customer base AS WELL AS looking petty.
0	Dear @apple, why did my #Apple ID change to my colleagues&#39; when I charged on her Mac? Now can&#39;t download or update apps. #iPhone
0	http://t.co/Qewndku6  #Nokia workers ask,is CEO Stephen Elop a #Microsoft mole??
1	Why is #Google whoring for SAMSUNG? #ICS
0	Ugh idk how to use this thing #twitter #helpme
0	Excelente articulo! RT @teresitacc: Interesting read - How #Apple eclipsed #Microsoft http://t.co/RhNU1VaR via @guardian (cc: @elcheicon)
0	@Apple, Y U NO LET ME PRE-ORDER IPHONE 4S?
1	@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!
0	@lukerussell1 #iWantAnAutomaticPromotion and we'll be running #Microsoft before you know it.
1	The first thing I do when I get home is either get on #facebook or #twitter. What is wrong with me?
1	RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f
1	Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.
1	#twitter app also doesn't show me the conversation when I touch a tweet.
0	Who else is on g+ ? Add for add? Let me know.  #TFB #TAF #google+
1	As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad
1	good job, #google.  did anyone get when any of this shit is actually shipping? #infofail
0	@apple y u run out of 64gb iPhone!? Now I have to settle for 32gb. Saved 100$ though(:
#content
1	#DontBeMadAtMeBecause #Android is by far better than @Apple
1	RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
1	Only people with names beginning with 'A' are getting mail this week (a la #Microsoft)
0	@twalve too busy having slappy hissy-fits with Samsung? @Apple
0	iPhone 4 S now RESERVATION only, if you want to buy it in an @apple store tomorrow you have to reserve online after 9pm tonight
1	#WindowsPhone7 would get a lot more blog and review love if #Microsoft provided a tool to grab screenshots. It's nearly impossible #wpt
0	@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens
