0	@Mvm549 well, if it told you what you did to it or how it happened, it would be concrete evidence that @Apple is logging your life. :l
1	So let me get this straight, #microsoft makes windows phone, microsoft owns skype but there's no #skype app for windows phone.
0	Siri keeps trying to send me to escort services....is that legal? @Apple
1	Unmindful Ballmer, collects half a billion, doesn't say thank you.  http://t.co/lwtpXejo #android #google #microsoft
0	@nascarwriter right where I left it last week... #iphone4S #Apple @Apple  http://t.co/ksJh8BAS
1	#iPhone 4S in Space http://t.co/jINNHVwz this is amazing #creative @apple your products inspire people to do unbelievable things
1	Camera app now has Panorama capabilities! #Google #Android #ICS
1	#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided...
0	@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps.
0	Why everytime I spazz on #twitter yall think some chick done hurt my feelings..I aint w/ Annette no more.. Lol
0	Going to the @apple store today to get this laptop situation figured out
1	What's wrong with Siri today @apple
1	I so wish that #SteveBallmer from #Microsoft would have to swallow his words about #Yahoo: http://t.co/XSJGIfop
0	can't wait for @Spotify and @Apple to integrate with Siri.
1	@apple your simply the best.
1	RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
1	I am crazy about #iOS5 . The photo cropping is the best! @apple
0	Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri
0	Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple
0	RT @MarcMonster: Siri keeps trying to send me to escort services....is that legal? @Apple
0	sponsors and supporters at the #ascribeconference include #microsoft #ubisys #zetes #healthinformation #connectingforhealth #emis
1	Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, "I can't actually help u, just direct u back to the web"
0	I wonder If the person who has @apple is holding out for apple to buy it from them
0	Hey #google ,when unveiling a new product,use a backdrop w/ lots of spatial-temporal high resolution activity. Video codecs will love it. ;)
0	ONE SERIOUS STATEMENT THO ! 
#Twitter BLOCKED the #Troy Davis #TT 
#Twitter was COOL w #AmberCole 
in my opinion .... BULLSHIT .
1	@MrTonySays I tried to #Google the word #Visigoth and apparently  #Google didn't know either cause my  phone froze.
0	New Galaxy Nexus: App Improvements -  New visual voicemail within the phone app #nexus #samsung #google #android bit.ly/nEJbyE
0	Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
0	ok it is back @iphone @apple
1	#android 4.0!!  Ice Cream Sandwich will now make all other smartphone operating systems look outdated.  #Androidbeam Wowww..  #google
1	@science_alex hashtags are used here #twitter&gt;facebook
1	Better gallery app to be included with Android 4.0 as well. #Google #Android #ICS
1	@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P
1	#Microsoft just bought #Skype officially. So how's the future of #Skype on any other devices/operating systems? :(
1	Introducing Galaxy Nexus. Simple, beautiful, beyond smart http://t.co/qaMj3MeR #android #ICS #google #samsung
0	Lets not throw CJ under the bus yet.. Hes still a 100 million dollar #twitter guy!
0	#google just invented #mango taste #icecream. even the #roboto is so #segoe. but it's ok. every oem will have to pay #ms anyway... LOL.
1	@apple If you want to know what customers think dont send updates with the "noreply" return address. Who invented that anyway. #useless
1	Which planet is he living on? #Microsoft #CEO #Fail #palmface http://t.co/3zcq60SF
0	@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy
1	Disappointing visual merchandising, @apple. Simple, but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi
0	@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker
1	Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge
1	#Twitter timeline and mentions up the shit :(
0	yes, i am live tweeting my @apple tech support call. Isn't this fun?
